Name	YT Scope Project	
File	C:\Users\34468\Documents\GitHub\Selettori_Colori\Scope\Scope Project.csv	
Starttime of export	133286225188940000	lunedì 15 maggio 2023	13:08:38.894
Endtime of export	133286226059540000	lunedì 15 maggio 2023	13:10:05.954


Name	bMotorImpulse	Name	nColorSensor
SymbolComment	I1  (NC)	SymbolComment	I4
Data-Type	BIT	Data-Type	REAL32
SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	1	VariableSize	4
SymbolBased	True	SymbolBased	True
IndexGroup	61472	IndexGroup	16448
IndexOffset	450456	IndexOffset	385012
SymbolName	MAIN.stRawIn.bMotorImpulse	SymbolName	MAIN.stIn.nColorSensor
NetID	5.85.197.242.1.1	NetID	5.85.197.242.1.1
Port	852	Port	852
Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0

7620	1	7620	7,601245
7630	1	7630	7,60185528
7640	0	7640	7,60185528
7650	0	7650	7,601245
7660	0	7660	7,60063457
7670	0	7670	7,600024
7680	0	7680	7,600024
7690	0	7690	7,60063457
7700	0	7700	7,601245
7710	0	7710	7,60155
7720	0	7720	7,60216045
7730	0	7730	7,60246563
7740	0	7740	7,60216045
7750	1	7750	7,60185528
7760	1	7760	7,60216045
7770	1	7770	7,60216045
7780	1	7780	7,60155
7790	1	7790	7,60155
7800	1	7800	7,60093975
7810	1	7810	7,600024
7820	0	7820	7,599414
7830	0	7830	7,599719
7840	0	7840	7,599719
7850	0	7850	7,599719
7860	0	7860	7,600024
7870	0	7870	7,60093975
7880	0	7880	7,601245
7890	0	7890	7,601245
7900	0	7900	7,60155
7910	0	7910	7,60185528
7920	0	7920	7,60155
7930	0	7930	7,60155
7940	1	7940	7,60093975
7950	1	7950	7,60063457
7960	1	7960	7,60093975
7970	1	7970	7,60063457
7980	1	7980	7,599719
7990	1	7990	7,60093975
8000	1	8000	7,60216045
8010	0	8010	7,60185528
8020	0	8020	7,60216045
8030	0	8030	7,60246563
8040	0	8040	7,60246563
8050	0	8050	7,603381
8060	0	8060	7,60368633
8070	0	8070	7,60399151
8080	0	8080	7,60368633
8090	0	8090	7,60368633
8100	0	8100	7,603381
8110	0	8110	7,603076
8120	0	8120	7,60216045
8130	0	8130	7,60185528
8140	0	8140	7,60155
8150	0	8150	7,60063457
8160	1	8160	7,599719
8170	1	8170	7,60093975
8180	1	8180	7,601245
8190	1	8190	7,600024
8200	1	8200	7,599719
8210	1	8210	7,599414
8220	1	8220	7,59880352
8230	1	8230	7,598193
8240	0	8240	7,59727764
8250	0	8250	7,59666729
8260	0	8260	7,596057
8270	0	8270	7,596057
8280	0	8280	7,59666729
8290	0	8290	7,597583
8300	0	8300	7,59666729
8310	0	8310	7,59514141
8320	0	8320	7,594531
8330	0	8330	7,595752
8340	0	8340	7,59697247
8350	0	8350	7,59727764
8360	1	8360	7,59727764
8370	1	8370	7,596362
8380	1	8380	7,59666729
8390	1	8390	7,597583
8400	1	8400	7,59849834
8410	1	8410	7,59849834
8420	1	8420	7,59727764
8430	1	8430	7,597583
8440	0	8440	7,598193
8450	0	8450	7,598193
8460	0	8460	7,59727764
8470	0	8470	7,596362
8480	0	8480	7,596362
8490	0	8490	7,59666729
8500	0	8500	7,597583
8510	0	8510	7,598193
8520	0	8520	7,59880352
8530	0	8530	7,599719
8540	0	8540	7,5991087
8550	0	8550	7,59849834
8560	1	8560	7,598193
8570	1	8570	7,597583
8580	1	8580	7,59727764
8590	1	8590	7,59666729
8600	1	8600	7,59697247
8610	1	8610	7,59666729
8620	1	8620	7,596057
8630	1	8630	7,594531
8640	0	8640	7,5927
8650	0	8650	7,59392071
8660	0	8660	7,594836
8670	0	8670	7,594836
8680	0	8680	7,596057
8690	0	8690	7,596057
8700	0	8700	7,59514141
8710	0	8710	7,595752
8720	0	8720	7,59666729
8730	0	8730	7,59727764
8740	0	8740	7,59697247
8750	0	8750	7,596362
8760	1	8760	7,59697247
8770	1	8770	7,59697247
8780	1	8780	7,59697247
8790	1	8790	7,596362
8800	1	8800	7,59514141
8810	1	8810	7,59514141
8820	1	8820	7,596057
8830	1	8830	7,59666729
8840	0	8840	7,59666729
8850	0	8850	7,59697247
8860	0	8860	7,597583
8870	0	8870	7,597583
8880	0	8880	7,598193
8890	0	8890	7,59880352
8900	0	8900	7,59849834
8910	0	8910	7,5991087
8920	0	8920	7,599414
8930	0	8930	7,5991087
8940	0	8940	7,5991087
8950	0	8950	7,59880352
8960	0	8960	7,59849834
8970	0	8970	7,598193
8980	1	8980	7,59666729
8990	1	8990	7,597583
9000	1	9000	7,5991087
9010	1	9010	7,599414
9020	1	9020	7,59880352
9030	1	9030	7,598193
9040	1	9040	7,59880352
9050	0	9050	7,59880352
9060	0	9060	7,600024
9070	0	9070	7,601245
9080	0	9080	7,601245
9090	0	9090	7,60063457
9100	0	9100	7,599719
9110	0	9110	7,599719
9120	0	9120	7,5991087
9130	0	9130	7,59880352
9140	0	9140	7,599414
9150	0	9150	7,600024
9160	0	9160	7,600024
9170	0	9170	7,601245
9180	1	9180	7,601245
9190	1	9190	7,60155
9200	1	9200	7,60246563
9210	1	9210	7,60246563
9220	1	9220	7,60246563
9230	1	9230	7,60216045
9240	1	9240	7,60155
9250	0	9250	7,60155
9260	0	9260	7,60093975
9270	0	9270	7,600024
9280	0	9280	7,599719
9290	0	9290	7,59880352
9300	0	9300	7,59880352
9310	0	9310	7,5991087
9320	0	9320	7,59880352
9330	0	9330	7,59880352
9340	0	9340	7,5991087
9350	0	9350	7,5991087
9360	0	9360	7,598193
9370	1	9370	7,59666729
9380	1	9380	7,59666729
9390	1	9390	7,597583
9400	1	9400	7,59880352
9410	1	9410	7,59880352
9420	1	9420	7,598193
9430	1	9430	7,597583
9440	0	9440	7,59666729
9450	0	9450	7,596057
9460	0	9460	7,597583
9470	0	9470	7,5991087
9480	0	9480	7,5991087
9490	0	9490	7,599414
9500	0	9500	7,599719
9510	0	9510	7,59880352
9520	0	9520	7,59849834
9530	0	9530	7,59880352
9540	0	9540	7,599414
9550	0	9550	7,599414
9560	1	9560	7,598193
9570	1	9570	7,598193
9580	1	9580	7,599414
9590	1	9590	7,59880352
9600	1	9600	7,59849834
9610	1	9610	7,599414
9620	1	9620	7,599719
9630	0	9630	7,5991087
9640	0	9640	7,599719
9650	0	9650	7,60063457
9660	0	9660	7,600024
9670	0	9670	7,60063457
9680	0	9680	7,600024
9690	0	9690	7,600024
9700	0	9700	7,599414
9710	0	9710	7,59880352
9720	0	9720	7,59880352
9730	0	9730	7,59880352
9740	0	9740	7,59880352
9750	0	9750	7,59849834
9760	1	9760	7,59666729
9770	1	9770	7,596362
9780	1	9780	7,59697247
9790	1	9790	7,597583
9800	1	9800	7,59880352
9810	1	9810	7,59849834
9820	1	9820	7,59849834
9830	1	9830	7,598193
9840	0	9840	7,59849834
9850	0	9850	7,598193
9860	0	9860	7,597583
9870	0	9870	7,598193
9880	0	9880	7,59880352
9890	0	9890	7,59849834
9900	0	9900	7,597583
9910	0	9910	7,59727764
9920	0	9920	7,59727764
9930	0	9930	7,598193
9940	0	9940	7,59880352
9950	0	9950	7,5991087
9960	1	9960	7,5991087
9970	1	9970	7,5991087
9980	1	9980	7,5991087
9990	1	9990	7,5991087
10000	1	10000	7,5991087
10010	1	10010	7,599414
10020	1	10020	7,600024
10030	0	10030	7,599414
10040	0	10040	7,59849834
10050	0	10050	7,598193
10060	0	10060	7,59727764
10070	0	10070	7,596362
10080	0	10080	7,59697247
10090	0	10090	7,59727764
10100	0	10100	7,597583
10110	0	10110	7,598193
10120	0	10120	7,597583
10130	0	10130	7,598193
10140	1	10140	7,59727764
10150	1	10150	7,59666729
10160	1	10160	7,59666729
10170	1	10170	7,59697247
10180	1	10180	7,59666729
10190	1	10190	7,59666729
10200	1	10200	7,596362
10210	1	10210	7,594531
10220	0	10220	7,594531
10230	0	10230	7,594836
10240	0	10240	7,59514141
10250	0	10250	7,596057
10260	0	10260	7,59666729
10270	0	10270	7,59666729
10280	0	10280	7,595752
10290	0	10290	7,595752
10300	0	10300	7,596057
10310	0	10310	7,595752
10320	0	10320	7,596057
10330	0	10330	7,596057
10340	1	10340	7,594531
10350	1	10350	7,59392071
10360	1	10360	7,59361553
10370	1	10370	7,59208965
10380	1	10380	7,5914793
10390	1	10390	7,59331036
10400	1	10400	7,59361553
10410	0	10410	7,59361553
10420	0	10420	7,594531
10430	0	10430	7,59392071
10440	0	10440	7,594531
10450	0	10450	7,596362
10460	0	10460	7,59697247
10470	0	10470	7,59666729
10480	0	10480	7,59666729
10490	0	10490	7,59697247
10500	0	10500	7,59666729
10510	0	10510	7,59666729
10520	0	10520	7,59666729
10530	0	10530	7,596362
10540	1	10540	7,594531
10550	1	10550	7,59514141
10560	1	10560	7,59697247
10570	1	10570	7,59727764
10580	1	10580	7,597583
10590	1	10590	7,597583
10600	1	10600	7,598193
10610	1	10610	7,599414
10620	0	10620	7,599719
10630	0	10630	7,5991087
10640	0	10640	7,599414
10650	0	10650	7,600024
10660	0	10660	7,60063457
10670	0	10670	7,600024
10680	0	10680	7,59880352
10690	0	10690	7,59727764
10700	0	10700	7,596057
10710	0	10710	7,59666729
10720	0	10720	7,597583
10730	0	10730	7,597583
10740	0	10740	7,59849834
10750	1	10750	7,59880352
10760	1	10760	7,59880352
10770	1	10770	7,599719
10780	1	10780	7,599414
10790	1	10790	7,599414
10800	1	10800	7,599414
10810	1	10810	7,599719
10820	1	10820	7,599719
10830	0	10830	7,599414
10840	0	10840	7,60063457
10850	0	10850	7,60063457
10860	0	10860	7,59880352
10870	0	10870	7,59849834
10880	0	10880	7,59849834
10890	0	10890	7,599414
10900	0	10900	7,60093975
10910	0	10910	7,601245
10920	0	10920	7,60093975
10930	0	10930	7,60063457
10940	0	10940	7,60063457
10950	1	10950	7,601245
10960	1	10960	7,601245
10970	1	10970	7,60093975
10980	1	10980	7,60063457
10990	1	10990	7,600024
11000	1	11000	7,599719
11010	1	11010	7,599719
11020	0	11020	7,5991087
11030	0	11030	7,598193
11040	0	11040	7,598193
11050	0	11050	7,59849834
11060	0	11060	7,59880352
11070	0	11070	7,599719
11080	0	11080	7,60093975
11090	0	11090	7,60155
11100	0	11100	7,60155
11110	0	11110	7,60185528
11120	0	11120	7,60216045
11130	0	11130	7,60246563
11140	0	11140	7,603076
11150	0	11150	7,60246563
11160	0	11160	7,60246563
11170	0	11170	7,60246563
11180	1	11180	7,60155
11190	1	11190	7,601245
11200	1	11200	7,60246563
11210	1	11210	7,60246563
11220	1	11220	7,60185528
11230	1	11230	7,60063457
11240	1	11240	7,599414
11250	1	11250	7,60093975
11260	1	11260	7,60185528
11270	0	11270	7,60155
11280	0	11280	7,60155
11290	0	11290	7,60185528
11300	0	11300	7,603076
11310	0	11310	7,603076
11320	0	11320	7,60246563
11330	0	11330	7,603381
11340	0	11340	7,60429668
11350	0	11350	7,60368633
11360	0	11360	7,603076
11370	0	11370	7,603076
11380	0	11380	7,603076
11390	0	11390	7,603076
11400	0	11400	7,603076
11410	0	11410	7,60246563
11420	0	11420	7,60246563
11430	0	11430	7,603076
11440	0	11440	7,60185528
11450	0	11450	7,60063457
11460	0	11460	7,60063457
11470	0	11470	7,60063457
11480	1	11480	7,599719
11490	1	11490	7,59880352
11500	1	11500	7,599414
11510	1	11510	7,60063457
11520	1	11520	7,60063457
11530	1	11530	7,601245
11540	1	11540	7,60155
11550	1	11550	7,601245
11560	0	11560	7,60063457
11570	0	11570	7,60063457
11580	0	11580	7,60093975
11590	0	11590	7,601245
11600	0	11600	7,60063457
11610	0	11610	7,599719
11620	0	11620	7,599414
11630	0	11630	7,599414
11640	0	11640	7,59880352
11650	0	11650	7,59880352
11660	0	11660	7,60063457
11670	0	11670	7,60093975
11680	0	11680	7,60185528
11690	1	11690	7,60185528
11700	1	11700	7,60155
11710	1	11710	7,603076
11720	1	11720	7,603381
11730	1	11730	7,603381
11740	1	11740	7,60216045
11750	1	11750	7,60246563
11760	0	11760	7,60399151
11770	0	11770	7,60399151
11780	0	11780	7,60246563
11790	0	11790	7,60155
11800	0	11800	7,60246563
11810	0	11810	7,60216045
11820	0	11820	7,60185528
11830	0	11830	7,603076
11840	0	11840	7,603381
11850	0	11850	7,60429668
11860	0	11860	7,604907
11870	0	11870	7,605212
11880	1	11880	7,60429668
11890	1	11890	7,604602
11900	1	11900	7,60582256
11910	1	11910	7,60429668
11920	1	11920	7,60368633
11930	1	11930	7,60368633
11940	1	11940	7,603381
11950	1	11950	7,60246563
11960	0	11960	7,60185528
11970	0	11970	7,603381
11980	0	11980	7,60429668
11990	0	11990	7,60429668
12000	0	12000	7,60399151
12010	0	12010	7,60368633
12020	0	12020	7,60399151
12030	0	12030	7,60399151
12040	0	12040	7,60429668
12050	0	12050	7,60429668
12060	0	12060	7,604602
12070	0	12070	7,605212
12080	1	12080	7,60399151
12090	1	12090	7,603076
12100	1	12100	7,60216045
12110	1	12110	7,60216045
12120	1	12120	7,60216045
12130	1	12130	7,60155
12140	1	12140	7,603381
12150	1	12150	7,604907
12160	0	12160	7,604907
12170	0	12170	7,605212
12180	0	12180	7,60582256
12190	0	12190	7,605212
12200	0	12200	7,605212
12210	0	12210	7,60612774
12220	0	12220	7,60582256
12230	0	12230	7,606433
12240	0	12240	7,606738
12250	0	12250	7,60612774
12260	0	12260	7,606738
12270	0	12270	7,606738
12280	0	12280	7,605212
12290	0	12290	7,60399151
12300	1	12300	7,60368633
12310	1	12310	7,60429668
12320	1	12320	7,604602
12330	1	12330	7,60429668
12340	1	12340	7,60429668
12350	1	12350	7,60429668
12360	1	12360	7,60399151
12370	1	12370	7,60368633
12380	0	12380	7,603381
12390	0	12390	7,60368633
12400	0	12400	7,603381
12410	0	12410	7,603076
12420	0	12420	7,60216045
12430	0	12430	7,60155
12440	0	12440	7,60093975
12450	0	12450	7,599719
12460	0	12460	7,599719
12470	0	12470	7,60093975
12480	0	12480	7,60155
12490	0	12490	7,60216045
12500	1	12500	7,60185528
12510	1	12510	7,60216045
12520	1	12520	7,603076
12530	1	12530	7,60246563
12540	1	12540	7,603076
12550	1	12550	7,60368633
12560	1	12560	7,603076
12570	1	12570	7,60246563
12580	0	12580	7,60185528
12590	0	12590	7,600024
12600	0	12600	7,599719
12610	0	12610	7,599719
12620	0	12620	7,599414
12630	0	12630	7,600024
12640	0	12640	7,60185528
12650	0	12650	7,60185528
12660	0	12660	7,60093975
12670	0	12670	7,60185528
12680	0	12680	7,60246563
12690	0	12690	7,60216045
12700	1	12700	7,601245
12710	1	12710	7,60185528
12720	1	12720	7,60216045
12730	1	12730	7,60155
12740	1	12740	7,601245
12750	1	12750	7,600024
12760	1	12760	7,59880352
12770	1	12770	7,59697247
12780	0	12780	7,596362
12790	0	12790	7,59666729
12800	0	12800	7,59727764
12810	0	12810	7,59727764
12820	0	12820	7,597583
12830	0	12830	7,599414
12840	0	12840	7,599414
12850	0	12850	7,597583
12860	0	12860	7,59849834
12870	0	12870	7,59880352
12880	0	12880	7,597583
12890	0	12890	7,596362
12900	0	12900	7,59666729
12910	1	12910	7,596362
12920	1	12920	7,596362
12930	1	12930	7,59697247
12940	1	12940	7,59666729
12950	1	12950	7,596057
12960	1	12960	7,596057
12970	1	12970	7,59697247
12980	1	12980	7,59697247
12990	0	12990	7,59697247
13000	0	13000	7,598193
13010	0	13010	7,597583
13020	0	13020	7,59727764
13030	0	13030	7,598193
13040	0	13040	7,59849834
13050	0	13050	7,598193
13060	0	13060	7,597583
13070	0	13070	7,59727764
13080	0	13080	7,597583
13090	0	13090	7,59727764
13100	0	13100	7,597583
13110	0	13110	7,598193
13120	0	13120	7,59849834
13130	0	13130	7,599414
13140	0	13140	7,59880352
13150	0	13150	7,59727764
13160	1	13160	7,596362
13170	1	13170	7,596057
13180	1	13180	7,59727764
13190	1	13190	7,598193
13200	1	13200	7,597583
13210	1	13210	7,59727764
13220	1	13220	7,59727764
13230	1	13230	7,597583
13240	0	13240	7,597583
13250	0	13250	7,598193
13260	0	13260	7,59697247
13270	0	13270	7,59697247
13280	0	13280	7,597583
13290	0	13290	7,59727764
13300	0	13300	7,59666729
13310	0	13310	7,594836
13320	0	13320	7,594226
13330	0	13330	7,594836
13340	0	13340	7,59514141
13350	0	13350	7,595752
13360	1	13360	7,596362
13370	1	13370	7,59514141
13380	1	13380	7,594836
13390	1	13390	7,59514141
13400	1	13400	7,596057
13410	1	13410	7,595752
13420	1	13420	7,594836
13430	0	13430	7,594226
13440	0	13440	7,594531
13450	0	13450	7,594836
13460	0	13460	7,59392071
13470	0	13470	7,59392071
13480	0	13480	7,594836
13490	0	13490	7,596362
13500	0	13500	7,596362
13510	0	13510	7,59666729
13520	0	13520	7,59727764
13530	0	13530	7,598193
13540	0	13540	7,597583
13550	1	13550	7,59697247
13560	1	13560	7,597583
13570	1	13570	7,597583
13580	1	13580	7,59727764
13590	1	13590	7,59666729
13600	1	13600	7,595752
13610	1	13610	7,594836
13620	0	13620	7,59361553
13630	0	13630	7,5927
13640	0	13640	7,594531
13650	0	13650	7,594531
13660	0	13660	7,594226
13670	0	13670	7,594226
13680	0	13680	7,594836
13690	0	13690	7,594531
13700	0	13700	7,59392071
13710	0	13710	7,594531
13720	0	13720	7,59514141
13730	0	13730	7,595752
13740	1	13740	7,594836
13750	1	13750	7,594836
13760	1	13760	7,595752
13770	1	13770	7,594836
13780	1	13780	7,594836
13790	1	13790	7,594226
13800	1	13800	7,594836
13810	0	13810	7,595752
13820	0	13820	7,596057
13830	0	13830	7,59697247
13840	0	13840	7,59697247
13850	0	13850	7,59727764
13860	0	13860	7,598193
13870	0	13870	7,59849834
13880	0	13880	7,599414
13890	0	13890	7,599719
13900	0	13900	7,59849834
13910	0	13910	7,59849834
13920	0	13920	7,599414
13930	0	13930	7,599414
13940	0	13940	7,59880352
13950	1	13950	7,59849834
13960	1	13960	7,59849834
13970	1	13970	7,5991087
13980	1	13980	7,5991087
13990	1	13990	7,59849834
14000	1	14000	7,597583
14010	1	14010	7,59849834
14020	1	14020	7,599719
14030	1	14030	7,599414
14040	0	14040	7,59849834
14050	0	14050	7,597583
14060	0	14060	7,59727764
14070	0	14070	7,59697247
14080	0	14080	7,59697247
14090	0	14090	7,59666729
14100	0	14100	7,59666729
14110	0	14110	7,59666729
14120	0	14120	7,596362
14130	0	14130	7,59697247
14140	0	14140	7,598193
14150	0	14150	7,59880352
14160	1	14160	7,597583
14170	1	14170	7,59849834
14180	1	14180	7,599719
14190	1	14190	7,600024
14200	1	14200	7,60063457
14210	1	14210	7,60063457
14220	1	14220	7,60063457
14230	1	14230	7,60063457
14240	0	14240	7,599719
14250	0	14250	7,59849834
14260	0	14260	7,597583
14270	0	14270	7,59697247
14280	0	14280	7,596362
14290	0	14290	7,59666729
14300	0	14300	7,59697247
14310	0	14310	7,597583
14320	0	14320	7,59849834
14330	0	14330	7,59849834
14340	0	14340	7,59849834
14350	0	14350	7,598193
14360	1	14360	7,595752
14370	1	14370	7,59514141
14380	1	14380	7,59697247
14390	1	14390	7,59727764
14400	1	14400	7,59666729
14410	1	14410	7,596362
14420	1	14420	7,595752
14430	1	14430	7,594836
14440	0	14440	7,594836
14450	0	14450	7,595752
14460	0	14460	7,59666729
14470	0	14470	7,596362
14480	0	14480	7,59727764
14490	0	14490	7,598193
14500	0	14500	7,598193
14510	0	14510	7,5991087
14520	0	14520	7,599719
14530	0	14530	7,599414
14540	0	14540	7,599414
14550	0	14550	7,60063457
14560	0	14560	7,60093975
14570	0	14570	7,600024
14580	0	14580	7,599414
14590	0	14590	7,599719
14600	0	14600	7,5991087
14610	1	14610	7,599719
14620	1	14620	7,600024
14630	1	14630	7,59880352
14640	1	14640	7,5991087
14650	1	14650	7,59880352
14660	1	14660	7,59880352
14670	1	14670	7,599414
14680	1	14680	7,599719
14690	0	14690	7,600024
14700	0	14700	7,600024
14710	0	14710	7,60093975
14720	0	14720	7,60063457
14730	0	14730	7,599414
14740	0	14740	7,599414
14750	0	14750	7,599414
14760	0	14760	7,599414
14770	0	14770	7,59880352
14780	0	14780	7,59880352
14790	0	14790	7,59880352
14800	0	14800	7,597583
14810	0	14810	7,597583
14820	0	14820	7,59849834
14830	0	14830	7,597583
14840	1	14840	7,595752
14850	1	14850	7,59514141
14860	1	14860	7,59697247
14870	1	14870	7,59727764
14880	1	14880	7,598193
14890	1	14890	7,59880352
14900	1	14900	7,5991087
14910	1	14910	7,59880352
14920	0	14920	7,59849834
14930	0	14930	7,5991087
14940	0	14940	7,600024
14950	0	14950	7,600024
14960	0	14960	7,60185528
14970	0	14970	7,60216045
14980	0	14980	7,60063457
14990	0	14990	7,60063457
15000	0	15000	7,599719
15010	0	15010	7,599414
15020	0	15020	7,600024
15030	0	15030	7,600024
15040	0	15040	7,599719
15050	0	15050	7,60093975
15060	0	15060	7,60093975
15070	0	15070	7,60063457
15080	1	15080	7,601245
15090	1	15090	7,60155
15100	1	15100	7,60155
15110	1	15110	7,60155
15120	1	15120	7,60155
15130	1	15130	7,601245
15140	1	15140	7,60063457
15150	0	15150	7,599414
15160	0	15160	7,5991087
15170	0	15170	7,5991087
15180	0	15180	7,59849834
15190	0	15190	7,597583
15200	0	15200	7,597583
15210	0	15210	7,598193
15220	0	15220	7,59880352
15230	0	15230	7,59849834
15240	0	15240	7,59727764
15250	0	15250	7,598193
15260	0	15260	7,598193
15270	0	15270	7,59697247
15280	0	15280	7,59666729
15290	1	15290	7,59514141
15300	1	15300	7,594226
15310	1	15310	7,59331036
15320	1	15320	7,590869
15330	1	15330	7,58842754
15340	1	15340	7,58568048
15350	1	15350	7,581713
15360	1	15360	7,57744074
15370	0	15370	7,57225275
15380	0	15380	7,568285
15390	0	15390	7,5643177
15400	0	15400	7,558214
15410	0	15410	7,54814243
15420	0	15420	7,538377
15430	0	15430	7,5249486
15440	0	15440	7,506027
15450	0	15450	7,48435926
15460	0	15460	7,462386
15470	0	15470	7,432783
15480	0	15480	7,396161
15490	1	15490	7,358318
15500	1	15500	7,31345558
15510	1	15510	7,253639
15520	1	15520	7,183447
15530	1	15530	7,107761
15540	1	15540	7,023835
15550	1	15550	6,9270916
15560	1	15560	6,814783
15570	0	15570	6,69393
15580	0	15580	6,55751228
15590	0	15590	6,39332247
15600	0	15600	6,21875668
15610	0	15610	6,03778172
15620	0	15620	5,82720375
15630	0	15630	5,591296
15640	0	15640	5,37430954
15650	0	15650	5,197607
15660	0	15660	5,037385
15670	0	15670	4,874111
15680	0	15680	4,689474
15690	0	15690	4,47737026
15700	1	15700	4,256111
15710	1	15710	4,026307
15720	1	15720	3,832209
15730	1	15730	3,65489674
15740	1	15740	3,469039
15750	1	15750	3,29630423
15760	1	15760	3,17514563
15770	0	15770	3,066805
15780	0	15780	2,96029544
15790	0	15790	2,90292048
15800	0	15800	2,87270737
15810	0	15810	2,8376112
15820	0	15820	2,817774
15830	0	15830	2,821131
15840	0	15840	2,83425379
15850	0	15850	2,84768224
15860	0	15860	2,86019468
15870	0	15870	2,87514877
15880	0	15880	2,913907
15890	0	15890	2,976165
15900	1	15900	3,0597856
15910	1	15910	3,18643761
15920	1	15920	3,34299755
15930	1	15930	3,50260949
15940	1	15940	3,66222119
15950	1	15950	3,82610559
15960	1	15960	3,998535
15970	0	15970	4,23719
15980	0	15980	4,521012
15990	0	15990	4,792627
16000	0	16000	5,05233955
16010	0	16010	5,32944727
16020	0	16020	5,594348
16030	0	16030	5,81164
16040	0	16040	6,007874
16050	0	16050	6,19739342
16060	0	16060	6,362194
16070	0	16070	6,504715
16080	1	16080	6,64265871
16090	1	16090	6,77694035
16100	1	16100	6,89291048
16110	1	16110	6,995453
16120	1	16120	7,0955534
16130	1	16130	7,175817
16140	1	16140	7,23532772
16150	1	16150	7,29789162
16160	0	16160	7,35923338
16170	0	16170	7,40562153
16180	0	16180	7,441023
16190	0	16190	7,473373
16200	0	16200	7,500839
16210	0	16210	7,51854
16220	0	16220	7,533799
16230	0	16230	7,54844761
16240	0	16240	7,559435
16250	0	16250	7,56736946
16260	0	16260	7,574389
16270	0	16270	7,58079767
16280	1	16280	7,58507
16290	1	16290	7,58964825
16300	1	16300	7,59361553
16310	1	16310	7,596057
16320	1	16320	7,598193
16330	1	16330	7,601245
16340	1	16340	7,603381
16350	0	16350	7,604602
16360	0	16360	7,605212
16370	0	16370	7,60612774
16380	0	16380	7,60704327
16390	0	16390	7,608265
16400	0	16400	7,60857
16410	0	16410	7,60918045
16420	0	16420	7,60887527
16430	0	16430	7,608265
16440	0	16440	7,60857
16450	0	16450	7,608265
16460	0	16460	7,60765457
16470	0	16470	7,60857
16480	0	16480	7,60857
16490	0	16490	7,60857
16500	0	16500	7,60887527
16510	0	16510	7,60918045
16520	0	16520	7,60765457
16530	1	16530	7,60582256
16540	1	16540	7,60612774
16550	1	16550	7,60734844
16560	1	16560	7,60765457
16570	1	16570	7,60857
16580	1	16580	7,60887527
16590	1	16590	7,60918045
16600	1	16600	7,60887527
16610	0	16610	7,60887527
16620	0	16620	7,60857
16630	0	16630	7,608265
16640	0	16640	7,608265
16650	0	16650	7,60734844
16660	0	16660	7,606738
16670	0	16670	7,606433
16680	0	16680	7,605212
16690	0	16690	7,60399151
16700	0	16700	7,60368633
16710	0	16710	7,604602
16720	0	16720	7,605212
16730	0	16730	7,605212
16740	1	16740	7,60612774
16750	1	16750	7,60582256
16760	1	16760	7,605212
16770	1	16770	7,60612774
16780	1	16780	7,60612774
16790	1	16790	7,605212
16800	1	16800	7,605212
16810	0	16810	7,60582256
16820	0	16820	7,604907
16830	0	16830	7,60399151
16840	0	16840	7,60368633
16850	0	16850	7,60429668
16860	0	16860	7,604602
16870	0	16870	7,60612774
16880	0	16880	7,60612774
16890	0	16890	7,60582256
16900	0	16900	7,60704327
16910	0	16910	7,60765457
16920	0	16920	7,60704327
16930	1	16930	7,606433
16940	1	16940	7,606433
16950	1	16950	7,60704327
16960	1	16960	7,60765457
16970	1	16970	7,60582256
16980	1	16980	7,604907
16990	1	16990	7,60582256
17000	0	17000	7,604602
17010	0	17010	7,60368633
17020	0	17020	7,60429668
17030	0	17030	7,60582256
17040	0	17040	7,604907
17050	0	17050	7,604907
17060	0	17060	7,60612774
17070	0	17070	7,60612774
17080	0	17080	7,606433
17090	0	17090	7,606738
17100	0	17100	7,60704327
17110	0	17110	7,606738
17120	0	17120	7,606433
17130	1	17130	7,606433
17140	1	17140	7,604907
17150	1	17150	7,605212
17160	1	17160	7,605212
17170	1	17170	7,604602
17180	1	17180	7,60582256
17190	1	17190	7,60612774
17200	0	17200	7,60612774
17210	0	17210	7,60704327
17220	0	17220	7,60734844
17230	0	17230	7,606738
17240	0	17240	7,60704327
17250	0	17250	7,60765457
17260	0	17260	7,608265
17270	0	17270	7,60734844
17280	0	17280	7,606433
17290	0	17290	7,606433
17300	0	17300	7,60704327
17310	0	17310	7,606738
17320	0	17320	7,605212
17330	1	17330	7,604602
17340	1	17340	7,604602
17350	1	17350	7,605212
17360	1	17360	7,605212
17370	1	17370	7,604602
17380	1	17380	7,604907
17390	1	17390	7,604907
17400	0	17400	7,604907
17410	0	17410	7,605212
17420	0	17420	7,604907
17430	0	17430	7,604907
17440	0	17440	7,604602
17450	0	17450	7,604602
17460	0	17460	7,604907
17470	0	17470	7,60429668
17480	0	17480	7,603381
17490	0	17490	7,603381
17500	0	17500	7,60399151
17510	0	17510	7,60399151
17520	0	17520	7,60246563
17530	1	17530	7,60185528
17540	1	17540	7,603381
17550	1	17550	7,60399151
17560	1	17560	7,60368633
17570	1	17570	7,603076
17580	1	17580	7,60216045
17590	1	17590	7,60216045
